pv_measurement,building
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.8625,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.8625,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
4.3125,1
8.625,1
6.9,1
4.3125,1
1.725,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
7.7625,1
3.45,1
3.45,1
3.45,1
3.45,1
3.45,1
3.45,1
3.45,1
3.45,1
3.45,1
3.45,1
3.45,1
3.45,1
3.45,1
3.45,1
3.45,1
3.45,1
3.45,1
3.45,1
3.45,1
3.45,1
3.45,1
3.45,1
3.45,1
3.45,1
3.45,1
3.45,1
3.45,1
3.45,1
1.725,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
22.425,1
18.1125,1
12.075,1
11.2125,1
4.3125,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.8625,1
12.075,1
6.9,1
6.9,1
6.9,1
6.9,1
6.9,1
6.9,1
6.9,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
1.725,1
7.7625,1
18.1125,1
25.0125,1
30.1875,1
18.1125,1
2.5875,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
6.9,1
32.775,1
33.637499999999996,1
22.425,1
11.2125,1
13.8,1
4.3125,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
1.725,1
13.8,1
23.2875,1
25.0125,1
15.525,1
7.7625,1
2.5875,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
4.3125,1
19.8375,1
43.125,1
42.2625,1
32.775,1
17.25,1
11.2125,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
9.4875,1
18.975,1
5.175,1
6.9,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
2.5875,1
1.725,1
6.0375,1
17.25,1
7.7625,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
4.3125,1
17.25,1
22.425,1
26.7375,1
18.975,1
10.35,1
0.8625,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.8625,1
1.725,1
9.4875,1
12.075,1
1.725,1
0.8625,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
5.175,1
5.175,1
12.9375,1
19.8375,1
17.25,1
4.3125,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
3.45,1
3.45,1
40.5375,1
58.65,1
65.55,1
42.2625,1
20.7,1
6.9,1
4.3125,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.8625,1
7.7625,1
15.525,1
22.425,1
10.35,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
14.6625,1
56.925,1
56.925,1
71.5875,1
77.625,1
53.475,1
23.2875,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
27.6,1
39.675,1
79.35,1
128.51250000000002,1
117.3,1
82.8,1
39.675,1
6.0375,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
57.7875,1
165.6,1
194.0625,1
211.3125,1
130.23749999999998,1
53.475,1
57.7875,1
15.525,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
1.725,1
12.9375,1
55.2,1
66.41250000000001,1
167.325,1
159.5625,1
91.425,1
61.2375,1
14.6625,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
6.9,1
56.925,1
107.8125,1
126.7875,1
98.325,1
71.5875,1
42.2625,1
19.8375,1
2.5875,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
2.5875,1
49.1625,1
95.7375,1
145.7625,1
207.8625,1
208.725,1
120.75,1
54.3375,1
14.6625,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
8.625,1
106.0875,1
114.7125,1
165.6,1
150.075,1
86.25,1
60.375,1
33.637499999999996,1
6.0375,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.8625,1
6.9,1
12.9375,1
40.5375,1
47.4375,1
57.7875,1
38.8125,1
13.8,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
1.725,1
0.8625,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.8625,1
3.45,1
10.35,1
26.7375,1
50.025,1
65.55,1
91.425,1
12.075,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
7.7625,1
23.2875,1
55.2,1
125.925,1
196.65,1
209.5875,1
150.075,1
53.475,1
12.9375,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
62.1,1
157.8375,1
156.975,1
150.9375,1
186.3,1
180.2625,1
115.575,1
39.675,1
21.5625,1
1.725,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
25.0125,1
96.6,1
119.8875,1
58.65,1
48.3,1
182.85,1
82.8,1
59.5125,1
16.3875,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
12.9375,1
12.9375,1
12.9375,1
12.9375,1
12.9375,1
165.6,1
147.4875,1
69.0,1
40.5375,1
46.575,1
36.225,1
24.15,1
17.25,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
16.3875,1
55.2,1
102.6375,1
127.65,1
308.775,1
103.5,1
89.7,1
51.75,1
23.2875,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
8.625,1
87.1125,1
174.225,1
163.875,1
158.7,1
139.725,1
73.3125,1
85.3875,1
12.075,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
14.6625,1
78.4875,1
85.3875,1
104.3625,1
255.3,1
268.2375,1
170.775,1
111.2625,1
38.8125,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
3.45,1
24.15,1
50.025,1
62.9625,1
87.1125,1
87.1125,1
126.7875,1
73.3125,1
33.637499999999996,1
0.8625,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
18.975,1
75.0375,1
194.925,1
213.0375,1
167.325,1
202.6875,1
105.225,1
67.27499999999999,1
31.9125,1
0.8625,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
11.2125,1
70.725,1
83.6625,1
121.6125,1
150.075,1
203.55,1
131.9625,1
46.575,1
26.7375,1
3.45,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
6.0375,1
98.325,1
243.225,1
345.0,1
421.7625,1
422.625,1
307.9125,1
176.8125,1
77.625,1
28.4625,1
3.45,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
6.0375,1
91.425,1
238.9125,1
363.1125,1
438.15,1
419.175,1
315.675,1
182.85,1
82.8,1
29.325,1
4.3125,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
1.725,1
41.4,1
76.7625,1
131.1,1
194.925,1
210.45,1
154.3875,1
93.15,1
24.15,1
20.7,1
0.8625,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
1.725,1
35.3625,1
81.9375,1
171.6375,1
247.5375,1
237.1875,1
329.475,1
111.2625,1
56.925,1
27.6,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
1.725,1
56.925,1
138.0,1
126.7875,1
290.6625,1
245.8125,1
285.4875,1
202.6875,1
87.975,1
45.7125,1
6.0375,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
2.5875,1
47.4375,1
45.7125,1
16.3875,1
45.7125,1
66.41250000000001,1
100.9125,1
130.23749999999998,1
99.1875,1
37.95,1
4.3125,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
16.3875,1
55.2,1
109.5375,1
196.65,1
428.6625,1
452.8125,1
330.3375,1
248.4,1
156.975,1
71.5875,1
11.2125,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
6.0375,1
12.9375,1
88.8375,1
159.5625,1
138.8625,1
147.4875,1
84.525,1
44.85,1
3.45,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
6.9,1
54.3375,1
95.7375,1
140.5875,1
146.625,1
163.0125,1
154.3875,1
144.9,1
113.85,1
76.7625,1
14.6625,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
9.4875,1
40.5375,1
62.1,1
103.5,1
223.3875,1
355.35,1
294.1125,1
206.1375,1
55.2,1
12.075,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
36.225,1
150.075,1
315.675,1
438.15,1
537.3375,1
543.375,1
439.875,1
283.7625,1
143.175,1
53.475,1
21.5625,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
36.225,1
139.725,1
331.2,1
451.95,1
547.6875,1
542.5124999999999,1
446.775,1
280.3125,1
133.6875,1
53.475,1
17.25,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.8625,1
28.4625,1
86.25,1
97.4625,1
94.0125,1
94.0125,1
140.5875,1
128.51250000000002,1
85.3875,1
36.225,1
8.625,1
0.8625,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
16.3875,1
89.7,1
75.9,1
56.925,1
145.7625,1
192.3375,1
170.775,1
228.5625,1
261.33750000000003,1
104.3625,1
25.875,1
0.8625,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
2.5875,1
104.3625,1
200.1,1
291.525,1
478.6875,1
578.7375,1
556.3125,1
505.425,1
301.875,1
216.4875,1
119.025,1
52.6125,1
1.725,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
75.0375,1
36.225,1
113.85,1
240.6375,1
477.825,1
131.9625,1
440.7375,1
219.075,1
110.4,1
62.9625,1
34.5,1
0.8625,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
69.8625,1
207.0,1
175.0875,1
237.1875,1
580.4625,1
635.6625,1
201.825,1
388.9875,1
152.6625,1
125.0625,1
43.9875,1
0.8625,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.8625,1
100.9125,1
195.7875,1
246.675,1
223.3875,1
152.6625,1
106.0875,1
91.425,1
90.5625,1
70.725,1
90.5625,1
56.0625,1
4.3125,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.8625,1
55.2,1
166.4625,1
381.225,1
440.7375,1
527.85,1
326.025,1
121.6125,1
125.0625,1
122.475,1
75.0375,1
15.525,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.8625,1
0.0,1
5.175,1
8.625,1
5.175,1
7.7625,1
5.175,1
5.175,1
4.3125,1
1.725,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.8625,1
6.9,1
19.8375,1
31.9125,1
48.3,1
67.27499999999999,1
73.3125,1
50.025,1
20.7,1
18.1125,1
9.4875,1
1.725,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.8625,1
0.0,1
4.3125,1
15.525,1
157.8375,1
388.125,1
534.75,1
563.2125,1
392.4375,1
383.8125,1
246.675,1
163.875,1
90.5625,1
15.525,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
1.725,1
21.5625,1
85.3875,1
100.9125,1
169.9125,1
166.4625,1
115.575,1
80.2125,1
81.075,1
69.0,1
33.637499999999996,1
40.5375,1
3.45,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
5.175,1
25.875,1
191.475,1
189.75,1
372.6,1
417.45,1
651.1875,1
218.2125,1
43.9875,1
170.775,1
36.225,1
55.2,1
1.725,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.8625,1
19.8375,1
9.4875,1
23.2875,1
97.4625,1
191.475,1
261.33750000000003,1
288.075,1
384.675,1
232.0125,1
121.6125,1
3.45,1
2.5875,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
16.3875,1
45.7125,1
62.1,1
119.025,1
303.6,1
399.3375,1
288.075,1
238.9125,1
248.4,1
177.675,1
98.325,1
22.425,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
43.125,1
232.0125,1
364.8375,1
321.7125,1
219.075,1
402.7875,1
498.525,1
359.6625,1
301.0125,1
348.45,1
244.0875,1
124.2,1
36.225,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
49.1625,1
176.8125,1
343.275,1
533.8874999999999,1
654.6375,1
742.6125,1
746.925,1
651.1875,1
472.65,1
294.975,1
170.775,1
87.1125,1
23.2875,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
16.3875,1
112.9875,1
205.275,1
376.9125,1
633.9375,1
780.5625,1
733.9875,1
641.7,1
491.625,1
355.35,1
169.05,1
74.175,1
28.4625,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
1.725,1
53.475,1
172.5,1
343.275,1
521.8125,1
654.6375,1
