,pv_prediction
611,900.1630993286188
612,855.3086910644587
613,764.5368872681673
614,724.381558338743
615,533.2101241150912
616,439.2452899018344
617,223.37445800621475
618,163.08198774476017
619,117.47201532740556
620,29.41591911632979
621,8.075242171626925
622,11.127306426506877
623,13.282866562348246
624,7.754634017687678
625,7.85528338943088
626,25.02168711517417
627,40.89624056835139
628,79.40498387217933
629,120.22819176931344
630,168.31653127689327
631,213.236892691445
632,211.803170050126
633,242.9384568749037
634,388.0922973850783
635,388.6641523340758
636,272.44335032497014
637,293.746743929204
638,281.2270231364336
639,270.02389825378026
640,147.1001802446362
641,125.64320371076876
642,92.4154449492734
643,25.0815123865422
644,24.473732701134324
645,2.683034534197688
646,2.9107172885950803
647,3.1249311963137387
648,3.634631733041644
649,7.616416255575061
650,5.1965618530329465
651,16.11336497459972
652,22.846027071219325
653,69.09433534145766
654,101.46457565352732
655,109.28793700933868
656,140.9691575938877
657,191.24883967135517
658,196.5498948903796
659,249.41275087986557
660,223.6833028594073
661,256.9371856847819
662,224.271157241058
663,248.56980905924405
664,202.1417447539088
665,139.95798333883698
666,124.51491774768049
667,43.15525459275061
668,15.615407893997071
669,8.759362618070483
670,3.020542720895648
671,3.311153391939044
672,18.11962986980045
673,14.515025267940402
674,11.285818344545008
675,35.11401591692531
676,88.16548668742591
677,171.32493101675476
678,205.65454264600243
679,290.4467162886676
680,524.3155417541083
681,577.8133925596293
682,564.1684992710169
683,649.9663149515208
684,632.0460377136286
685,636.2816248336848
686,515.4254174629267
687,294.24374578390683
688,203.3193353643682
689,156.2819596441504
690,132.7389268294018
691,65.78188891485745
692,18.015393475633505
693,3.6837121048983335
694,3.1249311963137387
695,2.5977211991366147
696,4.029461483102679
697,4.029461483102679
698,8.241937557798266
699,30.825199884925425
700,71.35863419399077
701,68.05938537195736
702,86.68410698101336
703,117.43243760485612
704,186.1555297436234
705,463.7364344993648
706,514.4697351852473
707,583.2510516146239
708,428.8063646951732
709,508.5648341575679
710,352.5379116745707
711,325.25309301410283
712,204.95113203544585
713,157.700398820084
714,124.7658798337024
715,60.11488444880062
716,41.03879016042167
717,10.98132726326996
718,4.143057624441028
719,6.250865201097369
720,4.03310487661922
721,3.3096345463808774
722,3.463484624963641
723,5.453104595285296
724,32.66776906568968
725,116.0566971661564
726,226.1374551268336
727,349.17732957993115
728,439.03702578936185
729,541.9701913991984
730,543.9982791343745
731,588.5427408019121
732,539.9293896356638
733,193.8976372579154
734,398.9184474447784
735,364.0468798378524
736,238.27763708923425
737,135.59202010054554
738,69.06721722484046
739,23.44151955247337
740,6.9216092327650784
741,3.712835339460909
742,2.5876830617007016
743,3.656068424325824
744,2.7515712777193784
745,2.51153812800014
746,6.764946083169818
747,5.809576610666156
748,64.16635297481382
749,141.01125287134613
750,231.6444602409419
751,375.4954818883952
752,523.6378112236079
753,636.7866931358393
754,601.9560476938303
755,637.6184305349406
756,719.0537972250994
757,563.2810674110468
758,675.7648070255335
759,502.30789289866055
760,330.1529975632247
761,204.54703371841876
762,104.0935649337288
763,32.73856532071197
764,9.40262208376491
765,3.1249311963137387
766,3.485957483392596
767,2.2412491837557558
768,6.569052795511126
769,8.233251790147662
770,8.9758883515414
771,18.216297174435496
772,75.18859388549292
773,187.03946132082905
774,346.46681431923474
775,582.904448668104
776,677.0378377834376
777,795.8482710519846
778,927.0513487258968
779,919.696146527868
780,788.4372510114725
781,796.5518595377024
782,657.0612363019999
783,510.4387458959636
784,305.00443060193624
785,210.2650677474257
786,116.77495314423406
787,55.106351009201646
788,12.196594367366671
789,13.871562341791034
790,7.527736107450366
791,9.840225974660754
792,3.1249311963137387
793,5.03525958452785
794,4.469858030420184
795,13.003869334798694
796,65.71280705333167
797,169.21078757066692
798,405.209169069868
799,587.0165226856287
800,693.9872640768107
801,739.2037233511027
802,750.8474520841654
803,728.6825663248118
804,634.6557623544749
805,453.23785487804975
806,496.456174949747
807,624.9776559272822
808,429.2376262346324
809,251.66729738805856
810,94.04461902995074
811,52.97358146924937
812,13.587260643583178
813,6.440175632577777
814,7.167578945499301
815,11.43517739568317
816,4.22521696482265
817,4.784991304021716
818,6.632759431939959
819,35.56607859824264
820,102.67414266765527
821,174.01311398167576
822,340.60921327267255
823,535.4862768450793
824,726.1703977981623
825,816.4251338640269
826,865.0703095594462
827,803.2762672105845
828,928.3055644432123
829,848.8129935661372
830,730.4255482355173
831,652.7692399421747
832,363.2678558925208
833,239.25063582379784
834,150.8033041717526
835,75.62531338036472
836,14.277497837882876
837,5.408155063730121
838,2.7561255494173764
839,4.909277478795886
840,14.235571304899096
841,8.042375961881518
842,7.978468517404437
843,33.42430087421501
844,105.52775335926974
845,212.03867389876808
846,320.5790096620139
847,538.3747275868471
848,715.8194327751215
849,798.6337038675364
850,790.2072906890925
851,694.662437359434
852,670.4908086458262
853,628.6818223992403
854,725.2199561396654
855,669.5594913164194
856,484.6292092004832
857,261.57022891436185
858,167.4658524753567
859,78.46552083790714
860,18.417780111175414
861,10.819664726596711
862,7.330177644830584
863,5.453104595285296
864,5.3449829021509885
865,5.139326135259509
866,9.5276644030627
867,32.12460615728462
868,111.8462216468569
869,211.47327568252047
870,331.0201136680361
871,579.9670985737856
872,744.6731690565165
873,840.9067707458552
874,935.2117929855402
875,831.5550685325678
876,835.7806661525782
877,755.3641880551394
878,707.3146880665835
879,596.4822520414408
880,406.63014642391767
881,238.96432156358327
882,151.01891045887436
883,65.82002704367453
884,12.781946728568911
885,21.401794711690783
886,18.62509974614197
887,14.203390596066058
888,13.43544475231731
889,20.984597212266564
890,21.16853264589274
891,25.03716242090279
892,42.60839836914504
893,67.17654929552639
894,84.71847522873843
895,103.31322420910412
896,160.69767659027542
897,189.63009644169773
898,206.53396492693983
899,257.378604421955
900,381.45701543484296
901,376.3239147761878
902,447.09136343989934
903,382.8114318350371
904,340.94053582344617
905,157.778119823527
906,127.07994902003968
907,73.69545320943409
908,12.4266241291579
909,7.748126010042071
910,8.030766467195392
911,4.034650544267535
912,9.214045623880269
913,9.25145683680141
914,9.811242024045823
915,24.825982565623164
916,67.04385287557209
917,87.36288961172515
918,234.63740275297727
919,373.2907458344516
920,383.2876671949443
921,405.40828726683225
922,442.6507563987788
923,448.3249754110393
924,417.5755139390048
925,470.1331083295908
926,402.6486778078642
927,269.25141332541074
928,205.9481881918427
929,146.23653062303032
930,48.43855878953302
931,21.157109266709924
932,11.093119389009118
933,10.579763094526172
934,9.48134807739818
935,5.228544036489367
936,12.14646963272655
937,15.491322974305987
938,6.553060869317889
939,24.501160735827327
940,56.21688550953233
941,58.01007581279093
942,137.42062965650524
943,168.23698157687153
944,418.3589632907924
945,476.4359544912394
946,474.5614071289119
947,459.80066863689984
948,340.2717912593898
949,278.59716854487027
950,239.4850244769868
951,260.2181496122893
952,148.65927657727565
953,111.00585187375955
954,55.67605549991542
955,76.98306016400868
956,21.375388334136844
957,17.78633374963367
958,18.30162448678577
959,3.6808031598147153
960,3.873386959176898
961,15.106359134059788
962,25.564342449050784
963,23.237068961006045
964,54.55698832367027
965,114.47597809657866
966,231.789377907854
967,366.5584854582366
968,464.1651088098105
969,287.8454964874353
970,282.9264666536864
971,512.2680510381277
972,414.3141140142497
973,443.32217220459546
974,386.2091530958232
975,421.4888453880366
976,360.03304670248593
977,216.3575623245951
978,119.79915724937284
979,70.11758249774986
980,28.964881459813952
981,15.725869605880618
982,12.62875706945026
983,11.623639057021975
984,22.15274962187225
985,22.2095962079283
986,25.11461436152869
987,62.75645115096533
988,78.66709735021406
989,190.2261096039828
990,244.4958043644246
991,335.1126503447112
992,333.38390169535245
993,297.08445028458203
994,429.8930352130946
995,496.7376041809138
996,420.3922830918845
997,232.670939663988
998,222.13825802002515
999,283.6238525906619
1000,283.106594050866
1001,143.01756732687767
1002,106.23415117953384
1003,71.31979475785458
1004,48.64023040477598
1005,30.9460555702489
1006,33.59223649427706
1007,20.053755813841164
1008,24.31995012853706
1009,21.072136590820197
1010,26.19748821631485
1011,73.82856202368104
1012,90.84837497268283
1013,117.38017082736307
1014,220.98298746962516
1015,295.56372099798585
1016,341.3076924482402
1017,388.1805650988635
1018,420.7078332105693
1019,465.0168432394084
1020,537.9992697635706
1021,437.1685314277228
1022,370.1029742458877
1023,320.79135103207494
1024,196.0582695515868
1025,184.29722886402573
1026,124.44905783478582
1027,82.80958447847927
1028,22.275830445442736
1029,24.89283275101745
1030,20.760918388706088
1031,23.285923702273905
1032,23.187876636725303
1033,22.273236821037173
1034,31.63478283081615
1035,53.08157254998052
1036,77.38269063327873
1037,143.3962442154106
1038,237.3458473632153
1039,256.53698584121133
1040,437.8200831512031
1041,403.1320091640618
1042,544.0639171997126
1043,560.1050535837229
1044,536.8830544153269
1045,417.09642998371686
1046,306.2761669257697
1047,201.58441755045615
1048,143.44456519801582
1049,138.28729506358917
1050,75.54500427246505
1051,74.95192131177002
1052,73.04705523476416
1053,55.05444469452316
1054,69.33232032284552
1055,74.11544050798231
1056,31.65027742609793
1057,38.58218591437155
1058,35.567507316921294
1059,67.36131042484605
1060,65.83428034428918
1061,86.56148049757296
1062,167.7170671584126
1063,207.73377340157
1064,185.9050082774874
1065,301.7639011839446
1066,402.59522605929936
1067,372.3381060758647
1068,351.8693219820079
1069,374.87600068245496
1070,281.8523863950785
1071,236.14929761607613
1072,190.14854901154007
1073,138.2074343884405
1074,79.52825277820641
1075,57.08231580779368
1076,36.231813448112845
1077,29.96114934385234
1078,31.32841641605312
1079,26.28443091139609
1080,28.55380528197104
1081,31.67226540074164
1082,28.77851021532381
1083,42.26411641259158
1084,69.3653283217963
1085,88.3950162144419
1086,153.14633743707503
1087,179.40684810895883
1088,243.2884518602904
1089,351.3093087175902
1090,477.0229956308421
1091,523.1212044158991
1092,547.7162187496241
1093,417.2165707746562
1094,313.741534391981
1095,218.1847649036017
1096,165.1877975376364
1097,239.1985044093844
1098,197.74434425551857
1099,91.74089812264258
1100,41.25182656068766
1101,21.73903309423888
1102,27.69921439011061
1103,25.567915311646104
1104,32.367387632470965
1105,33.65097960606629
1106,38.15139564648682
1107,57.65235464144909
1108,108.84738087803537
1109,140.16020717621262
1110,118.2358116708737
1111,210.7465253086802
1112,273.9767015973148
1113,214.5519010094967
1114,233.83054493051435
1115,268.96384875160123
1116,389.1036489704665
1117,313.1718167463359
1118,286.8243917623576
1119,195.23825611789192
1120,146.41560845692123
1121,127.352095267367
1122,161.0074166297954
1123,146.95869003758247
1124,55.69602337256485
1125,34.6234087297734
1126,19.059073234539863
1127,24.164660389166716
1128,9.37180892620647
1129,6.764946083169818
1130,16.68468375001514
1131,65.39856045097524
1132,128.54711731020774
1133,281.37584237251843
1134,437.3057603934821
1135,624.8684147993143
1136,735.4087731042918
1137,952.9264293113764
1138,974.6595120826776
1139,946.3813052574212
1140,968.813041249853
1141,991.8785715499934
1142,835.1706068912562
1143,712.2749586502131
1144,560.8126184145029
1145,351.05717138443555
1146,224.86474840958084
1147,113.7854110352736
1148,51.18176608775222
1149,12.965798030238986
1150,12.11271108184421
1151,10.248100797277331
1152,23.815657014590144
1153,25.631802196246028
1154,16.519285435419917
1155,60.90068671256715
1156,143.61019367594685
1157,262.15011839066113
1158,383.4381038645324
1159,526.9190243879374
1160,658.8398446241434
1161,717.2328319946345
1162,855.1427444616373
1163,683.3364422718104
1164,420.7993996297982
1165,491.1874226728496
1166,349.29588473830785
1167,340.4824085036334
1168,298.505020360094
1169,189.5169815631625
1170,175.25490017850365
1171,108.30744201559985
1172,75.53087284192854
1173,13.511090705734134
1174,12.43574530873859
1175,6.409176538329959
1176,16.554241461310923
1177,31.78382715359741
1178,48.67551180124694
1179,71.24070685226881
1180,98.99428972844446
1181,217.30235568304028
1182,481.3775413433131
1183,624.2859273949679
1184,656.0382246175822
1185,733.6735657850321
1186,775.892600218397
1187,823.0647820631083
1188,916.1944480339106
1189,844.7767999568995
1190,821.6939124265726
1191,699.2671900192316
1192,478.93728367481793
1193,354.2821346918162
1194,189.3826982887503
1195,113.42689608559424
1196,32.07225334141815
1197,12.43574530873859
1198,5.956246177297473
1199,8.229210774045825
1200,11.842241773944735
1201,13.006170461517216
1202,29.33715694640243
1203,68.22240891177618
1204,185.47879374642335
1205,292.4515887299594
1206,461.3870799044189
1207,627.6718601385172
1208,745.2604132095393
1209,915.19523338471
1210,967.712352792364
1211,929.0119576850948
1212,878.4518227973994
1213,933.1841822067316
1214,778.8473964134272
1215,670.6174724498804
1216,445.44764555488194
1217,331.74975613747205
1218,189.5406411798712
1219,105.00083904583418
1220,57.83898330722416
1221,24.798690746169925
1222,17.529372180443644
1223,11.894897917848468
1224,4.194835404497027
1225,6.0100084343966245
1226,9.740618715625644
1227,75.50404881835395
1228,154.22167434692795
1229,293.92111475263204
1230,433.67415306959714
1231,592.1494948664721
1232,723.5777811208781
1233,768.9177153507288
1234,785.8292490044649
1235,731.6851288477
1236,635.7563780346926
1237,617.6278504530009
1238,642.6540460387286
1239,452.8227670589503
1240,396.388389001232
1241,244.69929860029785
1242,152.35356144849624
1243,63.57268841714078
1244,24.88831491265857
1245,7.629424432855487
1246,6.614844361883044
1247,7.132646868568301
1248,5.286538104158282
1249,3.592796663385272
1250,9.734681973796723
1251,46.83248186354005
1252,32.57579602916205
1253,136.0483866060194
1254,174.9604816498276
1255,261.4305709401187
1256,296.35210664254095
1257,319.9108601311263
1258,268.85522861276235
1259,396.1591057987925
1260,433.4262945452746
1261,685.8080302873667
1262,729.8141500750597
1263,602.2154378691729
1264,369.90352148805226
1265,308.46815801654424
1266,213.51918267328705
1267,110.0523018712219
1268,40.58103744183147
1269,6.986519715380311
1270,6.7503619590815305
1271,6.498394439559817
1272,16.67583442721927
1273,15.38830626998508
1274,28.711653726738334
1275,32.03578346092665
1276,50.682091491859794
1277,36.61635923907572
1278,84.91494970918113
1279,121.54553344250137
1280,167.64466813821758
1281,244.69605989251696
1282,341.2505579987582
1283,354.58163640890683
1284,370.6031268337783
1285,337.9722379544791
1286,384.36748145018186
1287,370.2820334570524
1288,286.5655416870531
1289,211.1558497162577
1290,150.10910624415095
1291,105.6500114887994
1292,90.57532302439624
1293,45.24163919184768
1294,25.50536893923247
1295,26.45632039998138
1296,8.9758883515414
1297,9.079134086709857
1298,9.454078773599504
1299,55.40838059280479
1300,114.31047336906606
1301,279.00522414837445
1302,384.5369458297309
1303,604.0030531087931
1304,663.4159704843577
1305,793.3679225841578
1306,825.5294467607554
1307,892.9302149215754
1308,877.8367400566157
1309,634.8203470507677
1310,553.8261416951235
1311,280.74091299679543
1312,313.2297881642398
1313,190.4915107401129
1314,111.82068256531322
1315,92.70610303581172
1316,23.163230667453647
1317,8.298531065326571
1318,4.351482669454455
1319,3.11637405548656
1320,4.194835404497027
1321,6.625677208047748
1322,10.24005124960506
1323,46.20449618120158
1324,113.91277372241431
1325,195.5568722697016
1326,351.57793719564046
1327,410.1192695597228
1328,613.0495261350687
1329,733.9029382268008
1330,840.4803020158823
1331,892.2252941528376
1332,870.1471167007502
1333,805.5649623075541
1334,725.5922972360667
1335,530.3616685668047
1336,406.1803032854613
1337,248.78118496258224
1338,159.97980623562302
1339,107.17760472894126
1340,26.46183042843306
1341,7.0054552616592645
1342,6.168103566956162
1343,5.307935515981555
1344,6.473406321000695
1345,5.127620915513873
1346,8.885774637204051
1347,58.583995787989736
1348,72.89074772373253
1349,115.77749779224808
1350,176.110945993666
1351,189.7586233379361
1352,210.0789314122912
1353,231.0452309181955
1354,397.9460164407309
1355,358.4183337507811
1356,268.19535995703603
1357,327.1636083988514
1358,329.63149742279614
1359,274.95076707993115
1360,143.2337036976632
1361,107.70697081610972
1362,81.5686555966776
1363,25.170041901622355
